xml.source;xml.value;xml.lib;json.source;json.value;commentaire
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;164;pompe à chaleur hybride : partie pompe à chaleur PAC eau/eau installée après 2017;/chauffage/generateur/energie;electricite;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;165;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolée/eau installée entre 2008 et 2014;/chauffage/generateur/energie;electricite;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;166;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolée/eau installée entre 2015 et 2016;/chauffage/generateur/energie;electricite;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;167;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolée/eau installée après 2017;/chauffage/generateur/energie;electricite;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;168;pompe à chaleur hybride : partie pompe à chaleur PAC géothermique installée entre 2008 et 2014;/chauffage/generateur/energie;electricite;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;169;pompe à chaleur hybride : partie pompe à chaleur PAC géothermique installée entre 2015 et 2016;/chauffage/generateur/energie;electricite;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;170;pompe à chaleur hybride : partie pompe à chaleur PAC géothermique installée après 2017;/chauffage/generateur/energie;electricite;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;171;Chaudière(s) charbon multi bâtiment modélisée comme un réseau de chaleur;/chauffage/generateur/energie;charbon;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;32;Cuisinière installé installé de 2005 à 2006 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;33;Foyer fermé installé installé de 2005 à 2006 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;34;Poêle bûche installé installé de 2005 à 2006 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;35;insert installé installé de 2005 à 2006 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;36;Cuisinière installé installé de 2007 à 2017 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;37;Foyer fermé installé installé de 2007 à 2017 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;38;Poêle bûche installé installé de 2007 à 2017 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;39;insert installé installé de 2007 à 2017 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;40;Cuisinière installé installé à partir de 2018 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;41;Foyer fermé installé installé à partir de 2018 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;42;Poêle bûche installé installé à partir de 2018 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;43;insert installé installé à partir de 2018 avec label flamme verte;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;45;Poêle à granulés flamme verte installé entre 2012 et 2019;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;46;Poêle à granulés flamme verte installé à partir de 2020;/chauffage/generateur/signaletique/label;flamme_verte;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;98;Convecteur électrique NFC, NF** et NF***;/chauffage/generateur/signaletique/label;nf_performance;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;99;Panneau rayonnant électrique NFC, NF** et NF***;/chauffage/generateur/signaletique/label;nf_performance;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;100;radiateur électrique NFC, NF** et NF***;/chauffage/generateur/signaletique/label;nf_performance;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;1;PAC air/air installée avant 2008;/chauffage/generateur/annee_installation;2007;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;2;PAC air/air installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;3;PAC air/air installée à partir de 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;4;PAC air/eau installée avant 2008;/chauffage/generateur/annee_installation;2007;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;5;PAC air/eau installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;6;PAC air/eau installée entre 2015 et 2016;/chauffage/generateur/annee_installation;2016;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;7;PAC air/eau installée après 2017;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;8;PAC eau/eau installée avant 2008;/chauffage/generateur/annee_installation;2007;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;9;PAC eau/eau installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;10;PAC eau/eau installée entre 2015 et 2016;/chauffage/generateur/annee_installation;2016;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;11;PAC eau/eau installée après 2017;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;12;PAC eau glycolée/eau installée avant 2008;/chauffage/generateur/annee_installation;2007;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;13;PAC eau glycolée/eau installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;14;PAC eau glycolée/eau installée entre 2015 et 2016;/chauffage/generateur/annee_installation;2016;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;15;PAC eau glycolée/eau installée après 2017;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;16;PAC géothermique installée avant 2008;/chauffage/generateur/annee_installation;2007;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;17;PAC géothermique installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;18;PAC géothermique installée entre 2015 et 2016;/chauffage/generateur/annee_installation;2016;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;19;PAC géothermique installée après 2017;/chauffage/generateur/annee_installation;annee_etablissement;
