xml.source;xml.value;xml.lib;json.source;json.value;commentaire
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;177;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;178;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;179;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;180;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;181;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;182;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;183;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;184;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;185;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;186;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;187;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;188;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;1;Installation de chauffage simple;/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;2;Installation de chauffage avec chauffage solaire;/chauffage/installation/solaire_thermique/usage;chauffage;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;3;Installation de chauffage avec insert ou poêle bois en appoint;/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;4;Installation de chauffage par insert, poêle bois (ou biomasse) avec un chauffage électrique dans la salle de bain;/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;5;Installation de chauffage avec en appoint un insert ou poêle bois et un chauffage électrique dans la salle de bain (différent du chauffage principal);/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;6;Installation de chauffage avec une chaudière ou une PAC en relève d’une chaudière bois;/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;7;Installation de chauffage avec chauffage solaire et insert ou poêle bois en appoint;/chauffage/installation/solaire_thermique/usage;chauffage;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;8;Installation de chauffage avec chaudière en relève de PAC;/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;9;Installation de chauffage avec chaudière en relève de PAC avec insert ou poêle bois en appoint;/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;10;Installation de chauffage collectif avec Base + appoint;/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/donnee_entree/enum_cfg_installation_ch_id;11;Convecteurs bi-jonction;/chauffage/installation/solaire_thermique/usage;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;1;Absent;/chauffage/installation/regulation_centrale/minimum_temperature;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;2;Central sans minimum de temperature;/chauffage/installation/regulation_centrale/minimum_temperature;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;3;Central avec minimum de temperature;/chauffage/installation/regulation_centrale/minimum_temperature;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;4;Par piece avec minimum de temperature;/chauffage/installation/regulation_centrale/minimum_temperature;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;5;Par piece avec minimum de temperature et detection de presence;/chauffage/installation/regulation_centrale/minimum_temperature;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;6;central collectif;/chauffage/installation/regulation_centrale/minimum_temperature;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;7;central collectif avec detection de presence;/chauffage/installation/regulation_centrale/minimum_temperature;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;1;Absent;/chauffage/installation/regulation_centrale/detection_presence;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;2;Central sans minimum de temperature;/chauffage/installation/regulation_centrale/detection_presence;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;3;Central avec minimum de temperature;/chauffage/installation/regulation_centrale/detection_presence;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;4;Par piece avec minimum de temperature;/chauffage/installation/regulation_centrale/detection_presence;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;5;Par piece avec minimum de temperature et detection de presence;/chauffage/installation/regulation_centrale/detection_presence;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;6;central collectif;/chauffage/installation/regulation_centrale/detection_presence;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;7;central collectif avec detection de presence;/chauffage/installation/regulation_centrale/detection_presence;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;1;Absent;/chauffage/installation/regulation_centrale/presence_regulation;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;2;Central sans minimum de temperature;/chauffage/installation/regulation_centrale/presence_regulation;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;3;Central avec minimum de temperature;/chauffage/installation/regulation_centrale/presence_regulation;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;4;Par piece avec minimum de temperature;/chauffage/installation/regulation_centrale/presence_regulation;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;5;Par piece avec minimum de temperature et detection de presence;/chauffage/installation/regulation_centrale/presence_regulation;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;6;central collectif;/chauffage/installation/regulation_centrale/presence_regulation;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_equipement_intermittence_id;7;central collectif avec detection de presence;/chauffage/installation/regulation_centrale/presence_regulation;1;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_temperature_distribution_id;1;abscence de réseau de distribution;/chauffage/emetteur/temperature_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_temperature_distribution_id;2;basse;/chauffage/emetteur/temperature_distribution;basse;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_temperature_distribution_id;3;moyenne;/chauffage/emetteur/temperature_distribution;moyenne;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_temperature_distribution_id;4;haute;/chauffage/emetteur/temperature_distribution;haute;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;1;Convecteur electrique NFC, NF** et NF***;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;2;Panneau rayonnant NFC, NF** et NF***;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;3;radiateur electrique NFC, NF** et NF***;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;4;Autres emetteurs à effet joule;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;5;Soufflage d'air chaud (air souffle) avec distribution par reseau aeraulique;/chauffage/systeme/reseau/type_distribution;aeraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;6;Plafond rayonnant electrique avec regulation terminale;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;7;Plafond rayonnant electrique sans regulation;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;8;Plancher rayonnant electrique avec regulation terminale;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;9;Plancher rayonnant electrique sans regulation;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;10;Radiateur electrique à accumulation;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;11;Plancher chauffant sur reseau collectif eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;12;Plancher chauffant sur reseau collectif eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;13;Plancher chauffant sur reseau individuel eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;14;Plancher chauffant sur reseau individuel eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;15;Plafond chauffant sur reseau collectif eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;16;Plafond chauffant sur reseau collectif eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;17;Plafond chauffant sur reseau individuel eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;18;Plafond chauffant sur reseau individuel eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;19;Radiateur gaz à ventouse ou sur conduit de fumee;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;20;Poêle charbon;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;21;Poêle bois;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;22;Poêle fioul;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;23;Poêle GPL;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;24;Radiateur monotube sans robinet thermostatique sur reseau collectif eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;25;Radiateur monotube sans robinet thermostatique sur reseau collectif eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;26;Radiateur monotube sans robinet thermostatique sur reseau individuel eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;27;Radiateur monotube sans robinet thermostatique sur reseau individuel eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;28;Radiateur monotube avec robinet thermostatique sur reseau collectif eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;29;Radiateur monotube avec robinet thermostatique sur reseau collectif eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;30;Radiateur monotube avec robinet thermostatique sur reseau individuel eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;31;Radiateur monotube avec robinet thermostatique sur reseau individuel eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;32;Radiateur bitube sans robinet thermostatique sur reseau collectif eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;33;Radiateur bitube sans robinet thermostatique sur reseau collectif eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;34;Radiateur bitube sans robinet thermostatique sur reseau individuel eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;35;Radiateur bitube sans robinet thermostatique sur reseau individuel eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;36;Radiateur bitube avec robinet thermostatique sur reseau collectif eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;37;Radiateur bitube avec robinet thermostatique sur reseau collectif eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;38;Radiateur bitube avec robinet thermostatique sur reseau individuel eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;39;Radiateur bitube avec robinet thermostatique sur reseau individuel eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;40;Convecteur bi-jonction;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;41;Autres equipements;/chauffage/systeme/reseau/type_distribution;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;42;Soufflage d'air chaud (air souffle) avec distribution par fluide frigorigene;/chauffage/systeme/reseau/type_distribution;fluide_frigorigene;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;43;Plancher chauffant avec distribution par fluide frigorigene (plancher chauffant à detente directe);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;44;Plafond chauffant avec distribution par fluide frigorigene (Plafond chauffant à detente directe);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;45;Radiateur avec distribution par fluide frigorigene (à detente directe);/chauffage/systeme/reseau/type_distribution;fluide_frigorigene;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;46;Soufflage d'air chaud (Ventiloconvecteur) sur reseau collectif eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;47;Soufflage d'air chaud (Ventiloconvecteur) sur reseau collectif eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;48;Soufflage d'air chaud (Ventiloconvecteur) sur reseau individuel eau chaude haute temperature(sup ou egal 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;49;Soufflage d'air chaud (Ventiloconvecteur) sur reseau individuel eau chaude basse ou moyenne temperature(inf 65°C);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/enum_type_emission_distribution_id;50;Soufflage d'air chaud sans reseau de distribution (ventiloconvecteur electrique);/chauffage/systeme/reseau/type_distribution;hydraulique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;1;PAC air/air installee avant 2008;/chauffage/generateur/type;pac_air_air;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;2;PAC air/air installee entre 2008 et 2014;/chauffage/generateur/type;pac_air_air;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;3;PAC air/air installee à partir de 2015;/chauffage/generateur/type;pac_air_air;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;4;PAC air/eau installee avant 2008;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;5;PAC air/eau installee entre 2008 et 2014;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;6;PAC air/eau installee entre 2015 et 2016;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;7;PAC air/eau installee apres 2017;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;8;PAC eau/eau installee avant 2008;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;9;PAC eau/eau installee entre 2008 et 2014;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;10;PAC eau/eau installee entre 2015 et 2016;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;11;PAC eau/eau installee apres 2017;/chauffage/generateur/type;pac_air_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;12;PAC eau glycolee/eau installee avant 2008;/chauffage/generateur/type;pac_eau_glycolee_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;13;PAC eau glycolee/eau installee entre 2008 et 2014;/chauffage/generateur/type;pac_eau_glycolee_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;14;PAC eau glycolee/eau installee entre 2015 et 2016;/chauffage/generateur/type;pac_eau_glycolee_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;15;PAC eau glycolee/eau installee apres 2017;/chauffage/generateur/type;pac_eau_glycolee_eau;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;16;PAC geothermique installee avant 2008;/chauffage/generateur/type;pac_geothermique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;17;PAC geothermique installee entre 2008 et 2014;/chauffage/generateur/type;pac_geothermique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;18;PAC geothermique installee entre 2015 et 2016;/chauffage/generateur/type;pac_geothermique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;19;PAC geothermique installee apres 2017;/chauffage/generateur/type;pac_geothermique;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;20;Cuisiniere installe avant 1990;/chauffage/generateur/type;cuisiniere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;21;Foyer ferme installe avant 1990;/chauffage/generateur/type;foyer_ferme;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;22;Poêle buche installe avant 1990;/chauffage/generateur/type;poele;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;23;insert installe avant 1990;/chauffage/generateur/type;insert;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;24;Cuisiniere installe entre 1990 et 2004;/chauffage/generateur/type;cuisiniere;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;25;Foyer ferme installe entre 1990 et 2004;/chauffage/generateur/type;foyer_ferme;
